user_id,order,username,Gem Color,nickname,follower_count,following_count,like_count,video_count,digg_count,friend_count,private_account,secret,ttSeller,verified
7.53899E+18,207,one.guy440,,TBB Rocko,469,6056,439,22,9506,0,FALSE,FALSE,FALSE,FALSE
7.37123E+18,208,parcano,,parcano,64,1985,0,0,16000,0,TRUE,TRUE,FALSE,FALSE
7.49264E+18,209,benjibot67,,benjibot67,74,466,0,0,9694,0,FALSE,FALSE,FALSE,FALSE
7.57035E+18,210,masonzak11,,MasonZak11,190,264,116,2,3008,0,FALSE,FALSE,FALSE,FALSE
7.38159E+18,211,justusmelchi,,Justus Melchi,62,98,0,0,4302,0,FALSE,FALSE,FALSE,FALSE
7.1081E+18,212,lwanamaker5,,Loganwanamaker5,461,1304,3963,0,70500,0,TRUE,TRUE,FALSE,FALSE
7.23945E+18,213,maskel482,,Mas,14,95,0,0,1037,0,TRUE,TRUE,FALSE,FALSE
7.29302E+18,214,bradtradesab,RED,btrades,70,525,26,22,1393,0,FALSE,FALSE,FALSE,FALSE
7.40376E+18,215,farmer.dave3.0dohc,,farmer Dave,97,309,769,46,3765,0,FALSE,FALSE,FALSE,FALSE
7.51551E+18,216,jamesonpostsclips,,Jameson,1219,161,92,2,2484,0,FALSE,FALSE,FALSE,FALSE
7.12622E+18,217,justin_1.37,,️Justin✟✞,72,622,2,0,2215,0,FALSE,FALSE,FALSE,FALSE
7.44082E+18,218,a3kend,,a3kend,11,20,0,0,704,0,FALSE,FALSE,FALSE,FALSE
7.01535E+18,219,twinstar_12,,Surya Senthilkumar,84,938,0,0,31800,0,TRUE,TRUE,FALSE,FALSE
7.2969E+18,220,adventuresoftunnelvision,,The Adventures Of Tunnelvision,38,33,45,1,3448,0,FALSE,FALSE,FALSE,FALSE
7.43305E+18,221,brycenn10,,brycen,68,65,69,1,8974,0,FALSE,FALSE,FALSE,FALSE
6.96681E+18,222,mr.jmoses,,Janu,360,1456,4298,6,3054,0,FALSE,FALSE,FALSE,FALSE
7.28979E+18,223,kingaura1117,,kingaura111,11,154,0,0,1466,0,FALSE,FALSE,FALSE,FALSE
7.53583E+18,224,liluri10,,1,16,461,29,0,5901,0,FALSE,FALSE,FALSE,FALSE
6.98449E+18,225,austincimino875,,Austin,2607,9233,677,87,18000,0,FALSE,FALSE,FALSE,FALSE
6.78494E+18,226,bladenhoene,,BladenHoene,1171,172,1763,95,1750,0,FALSE,FALSE,FALSE,FALSE
7.52125E+18,227,user4877519480227,,Zach,15,27,1,0,218,0,FALSE,FALSE,FALSE,FALSE
7.43107E+18,228,_.paston._,,_.paston._,33,234,0,0,5020,0,TRUE,TRUE,FALSE,FALSE
6.96311E+18,229,kingaaron4062,,kingaaron4062,3869,8748,16500,457,29000,0,FALSE,FALSE,FALSE,FALSE
7.44107E+18,230,kari.luv8,,kari luv,21,164,0,0,7608,0,FALSE,FALSE,FALSE,FALSE
7.42931E+18,231,mason_pelletier,,mason,137,365,295,31,355,0,FALSE,FALSE,FALSE,FALSE
7.27089E+18,232,chosen.onemustafa,,️Mustafa,237,2562,1405,1,10900,0,FALSE,FALSE,FALSE,FALSE
6.95915E+18,233,e.moto_stuntz,,E-Moto Stuntz,121,896,1369,6,11000,0,FALSE,FALSE,FALSE,FALSE
7.07916E+18,234,anth0ny2trim1629,,𝕬𝖓𝖙𝖍𝖓0𝖓𝖞 🏀🇲🇽,856,1891,4153,28,24900,0,TRUE,TRUE,FALSE,FALSE
7.58784E+18,235,smileys.xxx,,Smileys Xxx,70,357,28,4,382,0,FALSE,FALSE,FALSE,FALSE
7.43364E+18,236,waitisthatajj,,waitisthatajj,171,620,959,24,2550,0,FALSE,FALSE,FALSE,FALSE
7.31334E+18,237,user5354223,,️,53,272,0,0,1250,0,FALSE,FALSE,FALSE,FALSE
6.79236E+18,238,rrtjp1,,RRTJP1,56,969,2149,0,8485,0,TRUE,TRUE,FALSE,FALSE
7.16492E+18,239,shane.hi_,RED,shane,77,688,178,3,10100,0,FALSE,FALSE,FALSE,FALSE
7.45063E+18,240,ashranfvu3a,,Ashraf,33,57,0,0,6713,0,FALSE,FALSE,FALSE,FALSE
7.29884E+18,241,williamjohnson8562,,william,17,114,3,2,556,0,FALSE,FALSE,FALSE,FALSE
7.5574E+18,242,zxqizz1_1,,Zxqizz,217,317,662,1,9283,0,FALSE,FALSE,FALSE,FALSE
7.34039E+18,243,sputnick63,,Tanner,34,38,0,0,103,0,FALSE,FALSE,FALSE,FALSE
7.51472E+18,244,oliversoloaccount,,👽,92,193,57,2,1912,0,FALSE,FALSE,FALSE,FALSE
7.56722E+18,245,braelen62,,Braelen,5,41,0,0,76,0,FALSE,FALSE,FALSE,FALSE
7.12487E+18,246,i_8_ate_ur_food,,i_8_ate_ur_food,113,193,291,0,2871,0,FALSE,FALSE,FALSE,FALSE
7.10221E+18,247,sam_sungsammy,,samsung.,808,467,63600,166,16900,0,FALSE,FALSE,FALSE,FALSE
7.44473E+18,248,themexicanguy17,,themexicanguy17,35,214,606,9,17600,0,FALSE,FALSE,FALSE,FALSE
7.44958E+18,249,jesuki98,,jesuki98,20,163,0,0,655,0,FALSE,FALSE,FALSE,FALSE
7.13416E+18,250,freemoney583,,Bobthebuildersimp500,22,346,357,4,9315,0,FALSE,FALSE,FALSE,FALSE
7.41806E+18,251,brodynicolaisen1,,brodynicolaisen1,113,554,0,0,5927,0,FALSE,FALSE,FALSE,FALSE
7.17034E+18,252,tatecanfield,PURPLE,k1ngcanman,45,332,0,0,22200,0,FALSE,FALSE,FALSE,FALSE
7.11337E+18,253,krazicorg1,,Krazicorg,70,118,170,22,9245,0,FALSE,FALSE,FALSE,FALSE
6.8989E+18,254,endman54321,,ᒍOᔕᕼ,32,262,4,1,2140,0,FALSE,FALSE,FALSE,FALSE
6.75525E+18,255,dr.cheels,,dr.cheels,74,1888,9,1,169600,0,TRUE,TRUE,FALSE,FALSE
7.41575E+18,256,jumbospider39,,jumbospider39,73,482,297,27,7104,0,FALSE,FALSE,FALSE,FALSE
7.47124E+18,257,ekni555,,ekni12,43,794,0,0,551,0,FALSE,FALSE,FALSE,FALSE
7.2857E+18,258,brandonj4147,,brandon jeon,126,235,0,0,27500,0,TRUE,TRUE,FALSE,FALSE
7.40234E+18,259,yohan2477forlife,,yohan2477forlife,1,215,14,5,1348,0,TRUE,TRUE,FALSE,FALSE
7.54566E+18,260,brandon.wheele,,Brandon Wheele,194,600,346,12,900,0,FALSE,FALSE,FALSE,FALSE
7.07147E+18,261,..rhett,,rhett,181,144,1184,4,11800,0,FALSE,FALSE,FALSE,FALSE
7.50375E+18,262,brookz731,,️bro0kz😮,65,793,210,5,120,0,FALSE,FALSE,FALSE,FALSE
7.02532E+18,263,ethanjbf,,EthanJBF,190,1618,0,0,457000,0,TRUE,TRUE,FALSE,FALSE
7.46226E+18,264,bowie.marrie,,Bowie Marrie,8,354,0,0,9370,0,TRUE,TRUE,FALSE,FALSE
7.32076E+18,265,paytenbambargerlovesgod,,paytenbambargerlovesgod,94,382,46,6,3580,0,FALSE,FALSE,FALSE,FALSE
7.54786E+18,266,lincolnhall568,RED,🫔Lincoln🫔,73,841,34,7,2538,0,TRUE,TRUE,FALSE,FALSE
7.22063E+18,267,christianhogan1,,Christian4,160,612,0,0,17400,0,FALSE,FALSE,FALSE,FALSE
7.25876E+18,268,cmccool_,,Connor M,192,261,564,6,1678,0,FALSE,FALSE,FALSE,FALSE
7.42611E+18,269,kobi_sc,,Kobi✝️🏀,137,1190,116,3,47500,0,FALSE,FALSE,FALSE,FALSE
7.11075E+18,270,abe2am,,Lincoln Gordon,38,212,6,1,6391,0,TRUE,TRUE,FALSE,FALSE
7.53789E+18,271,willinman25,,Will,32,68,186,11,19000,0,TRUE,TRUE,FALSE,FALSE
7.11034E+18,272,aidan.pieks,,Aidan Piekutoski,207,1216,0,0,110900,0,FALSE,FALSE,FALSE,FALSE
7.37076E+18,273,chasewilkinson33,,Chase,78,273,919,15,2714,0,FALSE,FALSE,FALSE,FALSE
7.39935E+18,274,jadeknedle1,,jade,465,1011,3842,14,10300,0,FALSE,FALSE,FALSE,FALSE
7.5187E+18,275,im_the_blood_guy,,𝙳𝚎𝚡𝚝𝚎𝚛,592,152,32300,62,2757,0,FALSE,FALSE,FALSE,FALSE
7.11452E+18,276,payt0n__l,,Payton,174,2584,562,0,28300,0,TRUE,TRUE,FALSE,FALSE
7.16772E+18,277,eli.pianin,,︎Eli,197,5821,0,0,10000,0,FALSE,FALSE,FALSE,FALSE
7.46113E+18,278,maxlovesjesus777,RED,☦️max🏈,37,15,82,23,451,0,FALSE,FALSE,FALSE,FALSE
7.21422E+18,279,john.pham777,,John Pham,49,401,0,0,4108,0,TRUE,TRUE,FALSE,FALSE
7.03798E+18,280,matthewslife1705,,matthewslife1705,214,1200,64,2,6033,0,FALSE,FALSE,FALSE,FALSE
7.18094E+18,281,jie_mingl,BLUE,Ming,136,388,57,0,2513,0,TRUE,TRUE,FALSE,FALSE
7.2231E+18,282,kabob542,,KABOB542,278,3157,10600,14,42100,0,FALSE,FALSE,FALSE,FALSE
7.17808E+18,283,trickstaa899,,️,48,197,24,15,7954,0,TRUE,TRUE,FALSE,FALSE
7.21949E+18,284,carterschmicker,,Carter Schmicker,50,41,136,4,433,0,TRUE,TRUE,FALSE,FALSE
7.25622E+18,285,awesomeairkicks,,AwesomeAirKicks,14,183,0,0,397,0,FALSE,FALSE,FALSE,FALSE
7.04028E+18,286,tomatosoupisgrosss,,Sam Norris,93,833,0,0,44600,0,FALSE,FALSE,FALSE,FALSE
7.5748E+18,287,notion737836,,Notion,2,62,0,0,2128,0,TRUE,TRUE,FALSE,FALSE
7.14271E+18,288,lukenelle,,lukenelle,122,270,0,0,114800,0,TRUE,TRUE,FALSE,FALSE
7.39532E+18,289,farzahn21,,farzahn21,119,203,797,0,2424,0,FALSE,FALSE,FALSE,FALSE
7.3519E+18,290,joshuazimmer0,,josh,63,1440,0,0,38800,0,TRUE,TRUE,FALSE,FALSE
7.18893E+18,291,lauren_cotto,,lauren,325,775,1207,2,70700,0,TRUE,TRUE,FALSE,FALSE
7.53777E+18,292,jorgenspookie,,jørgens pookie wookie,8,160,0,0,1279,0,FALSE,FALSE,FALSE,FALSE
7.46104E+18,293,trash_receptacle69,,trashbin,15,196,117,5,15700,0,FALSE,FALSE,FALSE,FALSE
7.30704E+18,294,levioglesby2,,Levi Oglesby,1142,2510,320400,1,52200,0,FALSE,FALSE,FALSE,FALSE
6.91773E+18,295,xd_bobby_boy,,sultan,91,570,0,0,12200,0,FALSE,FALSE,FALSE,FALSE
6.91815E+18,296,machew99,,Machew,177,10000,0,0,466500,0,TRUE,TRUE,FALSE,FALSE
7.12405E+18,297,sophiavyas_dance,,•Sophia•,1454,446,18000,104,10400,0,FALSE,FALSE,FALSE,FALSE
6.70929E+18,298,dilleybar1,,Person,133,642,983,8,407500,0,FALSE,FALSE,FALSE,FALSE
6.81227E+18,299,big_chungus_ofg,,Big_Chungus_OFG,87,782,0,0,8941,0,FALSE,FALSE,FALSE,FALSE
7.56646E+18,300,cupcakecandypow,,angelina D,28,128,77,6,7535,0,TRUE,TRUE,FALSE,FALSE
7.15178E+18,301,owen_.___.__,,OwenFreemannn,65,468,131,0,8857,0,FALSE,FALSE,FALSE,FALSE
7.54594E+18,302,y3ll0w46,,Y3ll0W,95,25,1361,60,2899,0,FALSE,FALSE,FALSE,FALSE
7.06143E+18,303,ethanvega99,,Ethanbtw,58,885,13,3,1011,0,TRUE,TRUE,FALSE,FALSE
6.9188E+18,304,ryleebaal,,Rylee.B,450,908,167,0,35300,0,FALSE,FALSE,FALSE,FALSE
7.01499E+18,305,n.o.t.r.a.g.e.b.a.i.t,,Oogie_Boogie,597,1190,57,1,9166,0,FALSE,FALSE,FALSE,FALSE
6.90905E+18,306,clt.explored,,clt.explored,1821,331,160200,375,46000,0,FALSE,FALSE,FALSE,FALSE
7.55214E+18,307,paxoplutonium238,,⏏️🎺—[PaxoLax]—🎺⏏️,30,49,9,1,249,0,FALSE,FALSE,FALSE,FALSE
7.33083E+18,308,carsonc_locked_in,,Carson,351,486,1201,9,10900,0,FALSE,FALSE,FALSE,FALSE
7.45025E+18,309,lol367145,,lol367,27,138,0,0,247,0,FALSE,FALSE,FALSE,FALSE
7.26619E+18,310,trazzy_peak,,Trazzy (DD),83,1476,3399,19,4010,0,FALSE,FALSE,FALSE,FALSE
6.7645E+18,311,lucas.sull,BLUE,Lucas,162,1131,154,0,62000,0,FALSE,FALSE,FALSE,FALSE
7.12693E+18,312,titus.tapley,,titus tapley,164,385,665,6,26200,0,FALSE,FALSE,FALSE,FALSE
7.4459E+18,313,dextilt,,️,142,42,276,0,2362,0,FALSE,FALSE,FALSE,FALSE
7.40064E+18,314,rhythmgameplayer7,,Eve,53,159,1826,66,793,0,FALSE,FALSE,FALSE,FALSE
7.02652E+18,315,ej6x.a11,,🎅,136,239,1122,29,3730,0,FALSE,FALSE,FALSE,FALSE
7.49995E+18,316,fangirl5791,,fangirl5791,33,238,35,1,6261,0,FALSE,FALSE,FALSE,FALSE
7.18052E+18,317,justemmari,,Em 🫶,410,312,3851,1,104400,0,FALSE,FALSE,FALSE,FALSE
7.47887E+18,318,noahj_1224,,Noahj1224,76,196,387,5,10700,0,FALSE,FALSE,FALSE,FALSE
7.39981E+18,319,aid.sweet,,aid sweet,17,62,4,1,7041,0,TRUE,TRUE,FALSE,FALSE
7.01207E+18,320,sam_mdjmf,,Sam,495,724,84200,2,4438,0,FALSE,FALSE,FALSE,FALSE
7.18647E+18,321,dovey._.starz,,dovey._.starz,0,101,0,0,10700,0,TRUE,TRUE,FALSE,FALSE
7.36936E+18,322,daniellaflor39,RED,daniella ✞,260,187,401,2,15900,0,FALSE,FALSE,FALSE,FALSE
6.72227E+18,323,meyer_purm,,Meyer,445,442,532,1,267600,0,FALSE,FALSE,FALSE,FALSE
7.26403E+18,324,grayson.vaclavik,,grayson,481,4430,0,0,162400,0,FALSE,FALSE,FALSE,FALSE
7.33478E+18,325,holden_99,,Holden,46,542,23,3,14500,0,FALSE,FALSE,FALSE,FALSE
7.47113E+18,326,sam_turner_55,,Sam,353,440,2769,25,17700,0,TRUE,TRUE,FALSE,FALSE
1.83903E+17,327,jamesbogdanowicz,,James,201,1317,4043,26,13400,0,TRUE,TRUE,FALSE,FALSE
7.50964E+18,328,not.a.yn7,,Drew Mabey a jew,71,470,0,0,22100,0,FALSE,FALSE,FALSE,FALSE
6.528E+18,329,natalia.anania,,natalia,510,471,22700,2,37800,0,TRUE,TRUE,FALSE,FALSE
7.37525E+18,330,benet8772,,Benneyyyy,245,143,0,0,17800,0,FALSE,FALSE,FALSE,FALSE
7.4714E+18,331,molly50511,,Molly,0,27,0,0,359,0,TRUE,TRUE,FALSE,FALSE
7.22687E+18,332,homiemaker451,,homiemaker45,20,112,0,0,3684,0,FALSE,FALSE,FALSE,FALSE
7.41694E+18,333,carsonbassingthwaite,,Carson5554,7,23,0,0,175,0,TRUE,TRUE,FALSE,FALSE
6.74039E+18,334,wsylent,,connor,12400,1726,67900,3,83000,0,FALSE,FALSE,FALSE,FALSE
7.47145E+18,335,kiore66,,kiore66,59,205,349,24,3438,0,FALSE,FALSE,FALSE,FALSE
7.28211E+18,336,inkhearttt7,,Jamez 🇵🇸,440,1754,67400,0,136900,0,FALSE,FALSE,FALSE,FALSE
7.07923E+18,337,jozefdshs,,️,122,844,0,0,41500,0,FALSE,FALSE,FALSE,FALSE
7.54236E+18,338,sm0kedope2007,,sm0kedope2007,157,415,638,20,6499,0,FALSE,FALSE,FALSE,FALSE
6.76264E+18,339,unliati,,⠀Ash,84,2405,0,0,19400,0,TRUE,TRUE,FALSE,FALSE
7.47732E+18,340,potyp_,,potyp_,20,75,387,7,420,0,FALSE,FALSE,FALSE,FALSE
7.4097E+18,341,braydenhelmberger,,bray🥸,306,1418,7821,336,80800,0,FALSE,FALSE,FALSE,FALSE
7.46993E+18,342,szaf15,,Sarita Zafereo,145,1234,0,0,9718,0,FALSE,FALSE,FALSE,FALSE
7.25304E+18,343,loganon30,RED,loganon30,78,4506,440,13,5917,0,TRUE,TRUE,FALSE,FALSE
7.56163E+18,344,howtotrainyour902,,WhoisEphy09❓️,17,112,130,12,469,0,FALSE,FALSE,FALSE,FALSE
6.83693E+18,345,gianas_p,,Giana,368,137,44100,27,93900,0,FALSE,FALSE,FALSE,FALSE
7.14477E+18,346,cj_124513,RED,🕷️CJ🕷️,1262,1672,419,9,40400,0,FALSE,FALSE,FALSE,FALSE
7.17272E+18,347,elliot0966,,Elliot,108,1440,267,7,29500,0,FALSE,FALSE,FALSE,FALSE
6.9056E+18,348,trayray875,RED,Tray.lowkchill,41,2620,7,0,94100,0,FALSE,FALSE,FALSE,FALSE
7.07099E+18,349,m.e.s.e.r.n.a.m.e,,Me,26,442,45,2,2237,0,FALSE,FALSE,FALSE,FALSE
7.35743E+18,350,qazxtc,,twitch qazxtc,875,1745,34,2,1897,0,FALSE,FALSE,FALSE,FALSE
7.25654E+18,351,hunterrwyatt,RED,4️⃣5️⃣,225,622,130,0,12800,0,TRUE,TRUE,FALSE,FALSE
6.6503E+18,352,snazzy_420,,Snazzy,2311,668,420,0,13300,0,FALSE,FALSE,FALSE,FALSE
7.46803E+18,353,ty_spams08,,Ty,533,295,132900,111,41400,0,FALSE,FALSE,FALSE,FALSE
6.72161E+18,354,hugh_nz,,Hugh Marshall,28,427,0,0,17600,0,FALSE,FALSE,FALSE,FALSE
7.28142E+18,355,danielharvath,,danielharvath,3,6,0,0,127,0,FALSE,FALSE,FALSE,FALSE
7.3538E+18,356,jaden.taylor.3,,jaden,122,401,0,0,5680,0,FALSE,FALSE,FALSE,FALSE
7.42734E+18,357,mo.ynwa3,,YNWA❤️,23,110,121,3,1335,0,TRUE,TRUE,FALSE,FALSE
7.43735E+18,358,jzollinger21,,Jzollinger21,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
7.45287E+18,359,flagfellow,,flagfellow,20,261,10,1,13800,0,TRUE,TRUE,FALSE,FALSE
7.56754E+18,360,kanyewestlvr530,RED,️,4,251,0,0,10600,0,TRUE,TRUE,FALSE,FALSE
7.47664E+18,361,edgar_idk177,,edgar_idk177,48,45,0,0,1215,0,FALSE,FALSE,FALSE,FALSE
7.26002E+18,362,malachi.p8,,Malachi.P,163,134,406,7,2140,0,FALSE,FALSE,FALSE,FALSE
7.46754E+18,363,kenzie.spams207,,kenzie pt2,73,1607,381,7,21300,0,FALSE,FALSE,FALSE,FALSE
7.12731E+18,364,grandmastrbaiter,,grandmastrbaiter,289,1049,5354,10,12700,0,FALSE,FALSE,FALSE,FALSE
6.79389E+18,365,dobiees_,,Dobies,478,391,16900,0,14000,0,FALSE,FALSE,FALSE,FALSE
7.15609E+18,366,bm61619999,,Brady616,32,993,11,1,61100,0,TRUE,TRUE,FALSE,FALSE
7.28437E+18,367,mystery_man_190,,Jim Steven,13,148,5,0,6494,0,FALSE,FALSE,FALSE,FALSE
7.52086E+18,368,fa1thless0w0,,fa1thless0w0,98,235,0,0,39600,0,TRUE,TRUE,FALSE,FALSE
7.38495E+18,369,jrlampa_,,jrlampa_,56,126,22,0,1638,0,TRUE,TRUE,FALSE,FALSE
7.51523E+18,370,loganharvath,,Logan Harvath,11500,5,164800,57,8,0,FALSE,FALSE,FALSE,FALSE
7.55054E+18,371,mini_figmaven,,✝️biggylegoboy✝️,524,1666,2111,56,3418,0,FALSE,FALSE,FALSE,FALSE
7.18751E+18,372,cade__holder,,cade,296,1033,1116,1,51800,0,FALSE,FALSE,FALSE,FALSE
7.53458E+18,373,ashton.wertz5,,Ashton Wertz,5,19,0,0,1021,0,FALSE,FALSE,FALSE,FALSE
7.45394E+18,374,ralisthen1cs,,ranon thomas,100,299,3072,11,23900,0,FALSE,FALSE,FALSE,FALSE
7.37426E+18,375,lucas.bruce34,,Lucasbruce,113,277,339,22,2448,0,FALSE,FALSE,FALSE,FALSE
6.97665E+18,376,ryank.fr,,ryan k,93,85,0,0,1258,0,FALSE,FALSE,FALSE,FALSE
7.23511E+18,377,sammycakes6767,,sammycakes6767,96,735,0,0,5296,0,TRUE,TRUE,FALSE,FALSE
7.1356E+18,378,mack_coogan,,Mack,136,1112,0,0,210800,0,FALSE,FALSE,FALSE,FALSE
7.5886E+18,379,crapeger,,crapekirk,54,35,11600,17,0,0,FALSE,FALSE,FALSE,FALSE
7.48176E+18,380,stopitgetsomehelp115,,Corbin,151,397,0,0,1273,0,FALSE,FALSE,FALSE,FALSE
7.18235E+18,381,_connor_1012,,_connor_1012,228,647,0,6,3213,0,FALSE,FALSE,FALSE,FALSE
7.08958E+18,382,neyzinho327,,Neyzinho,145,2899,112,4,5647,0,FALSE,FALSE,FALSE,FALSE
7.36264E+18,383,combocrasher,,Elijah,60,99,113,17,949,0,FALSE,FALSE,FALSE,FALSE
7.33923E+18,384,mj951047,,Mjcookster,11,41,8,0,992,0,FALSE,FALSE,FALSE,FALSE
7.57789E+18,385,dmv.mickael,,🇸🇻mickael🥱🤷,47,145,44,2,2252,0,FALSE,FALSE,FALSE,FALSE
7.12746E+18,386,jaydan_017,,Jaydan_017,561,160,48,3,13900,0,FALSE,FALSE,FALSE,FALSE
7.28272E+18,387,saladshower,,SaladShower,233,1493,4739,436,6821,0,FALSE,FALSE,FALSE,FALSE
7.36537E+18,388,bashpop6,,Supachalupa63,60,871,27,0,27700,0,TRUE,TRUE,FALSE,FALSE
7.41373E+18,389,mackrion,,swar,109,442,0,0,37700,0,FALSE,FALSE,FALSE,FALSE
7.08298E+18,390,colton_14714,,colton_14714 lightning 8793 14,126,1332,2317,204,22800,0,FALSE,FALSE,FALSE,FALSE
7.56378E+18,391,jdem15,,Jackson,10,36,0,0,789,0,TRUE,TRUE,FALSE,FALSE
7.27405E+18,392,rohensnotreal,,rohen,318,1146,836,3,82900,0,FALSE,FALSE,FALSE,FALSE
7.06106E+18,393,willdixon_,,Will,165,656,47,0,91700,0,TRUE,TRUE,FALSE,FALSE
6.91775E+18,394,micahzum,,MicahZum,36,2145,0,0,39300,0,TRUE,TRUE,FALSE,FALSE
7.55974E+18,395,iblamejaden0,,Jaden,793,299,8723,15,15200,0,FALSE,FALSE,FALSE,FALSE
6.80557E+18,396,abtrostic,RED,BAJA BLAST,360,343,3391,11,48500,0,FALSE,FALSE,FALSE,FALSE
6.7497E+18,397,cpeters72,,Calan Peters,516,390,5866,5,104000,0,FALSE,FALSE,FALSE,FALSE
7.54708E+18,398,jackod.8,,jackod.8,84,242,38,1,5406,0,FALSE,FALSE,FALSE,FALSE
7.3733E+18,399,suvir.ravoor,RED,Suvir Ravoor,110,266,0,0,60000,0,TRUE,TRUE,FALSE,FALSE
6.99754E+18,400,username9163971978,,username9163971978,80,187,32,0,34800,0,FALSE,FALSE,FALSE,FALSE
7.58781E+18,401,user.errors3,,Idk,2,72,0,0,776,0,TRUE,TRUE,FALSE,FALSE
7.0349E+18,402,baked_egggs,,Baked eggs,32,199,16,1,5929,0,FALSE,FALSE,FALSE,FALSE
7.25245E+18,403,ethanm2900,,ethanm2900,66,386,0,0,57300,0,FALSE,FALSE,FALSE,FALSE
7.28516E+18,404,andre1.01,,andre,250,147,224,2,11000,0,FALSE,FALSE,FALSE,FALSE
7.27689E+18,405,t8rguy2,,T8rGuy,4,86,0,0,267,0,TRUE,TRUE,FALSE,FALSE
7.46088E+18,406,pambdg2029,,Dhruv P,32,66,0,0,23,0,FALSE,FALSE,FALSE,FALSE
7.40835E+18,407,maddi78906,GREEN,Maddie,41,458,137,12,1952,0,FALSE,FALSE,FALSE,FALSE
7.48466E+18,408,jason_a8712,,Jason_🏒🥅,214,601,0,0,3353,0,FALSE,FALSE,FALSE,FALSE
7.44587E+18,409,amberallay,RED,Nova 🏳️,441,1610,12000,129,6976,0,FALSE,FALSE,FALSE,FALSE
6.85214E+18,410,elliott.gaines05,,Elliott,113,668,0,0,117700,0,TRUE,TRUE,FALSE,FALSE
6.92364E+18,411,callenxkenshin,,callenxkenshin,1825,321,0,0,29000,0,FALSE,FALSE,FALSE,FALSE
7.45196E+18,412,caleb_rants1,,Caleb_rants,45,129,138,14,290,0,FALSE,FALSE,FALSE,FALSE
6.94105E+18,413,ryan_14_grupenhoff,,Ryan Grupenhoff,94,88,1,0,33400,0,TRUE,TRUE,FALSE,FALSE
7.4611E+18,414,cameron10123,GREEN,cameron,48,249,39,0,4563,0,TRUE,TRUE,FALSE,FALSE
7.14437E+18,415,iambluevadr,,Bluevader! 🚦,130,304,0,0,5845,0,FALSE,FALSE,FALSE,FALSE
7.52976E+18,416,anonymous_1_9_9,,anonymous_1_9_9,30,334,2319,30,17400,0,FALSE,FALSE,FALSE,FALSE
7.29697E+18,417,toasteroven46,,samtingwong?,28,1374,5,0,124700,0,TRUE,TRUE,FALSE,FALSE
